id,archivo_nuevo,archivo_original,n_copias,anio,autor_principal,pais,titulo,tipo,tipo_desc,tecnologia,dominio,poblacion,relacion,relacion_desc,keywords,doi,abstract
123,2026_Yamada_multimodal-transcription-piano-hand-skeleton.pdf,Multimodal-Automatic-Music-Transcription-Using-Piano-Audio-and-HandSkeleton-Information_2026_Multidisciplinary-Digital-Publishing-Institute-MDPI.pdf,1,2026,Yamada,Japon,Multimodal Automatic Music Transcription Using Piano Audio and HandSkeleton Information,TEC,Propuesta tecnica/Modelo,transcripción multimodal audio + esqueleto de mano (HandSkeletonNet),piano,general,A,A - Nucleo,automatic music transcription; hand pose analysis; graph neural networks; multimodal recognition,10.3390/electronics15102005,"Automatic Music Transcription (AMT) for piano is difficult for audio-only systems due to dense polyphony, resonance, and reverberation, which lead to false positives and unstable onset decisions. We present a multimodal AMT framework that fuses Omnizart audio probability maps with visual cues from hand-skeleton tracking. A graph-based model called HandSkeletonNet estimates per-key onset probabilities from hand trajectories, and the two modalities are merged via a weighting-and-masking scheme or a compact CNNbased merger. Experiments show consistent improvements over the audio-only baseline on our self-compiled dataset, while evaluations with external datasets primarily improve frame-level sensitivity. The frame-level F1 score improved from 75.12% to 75.76% for the PianoYT dataset and from 54.68% to 57.57% for the PianoVAM dataset compared with the audio-only baseline. Our experiments also reveal limited onset-level gains under domain shift. Remaining errors are largely explained by timing/misalignment and note fragmentation in MIDI decoding, suggesting that robustness to missing hand detections and explicit temporal alignment are key directions. "
124,2026_Li_multimodal-GAN-piano-fingering.pdf,Multimodal-generative-adversarial-networks-for-piano-fingering-correction-and-performance-expressiveness-modeling-through-audiovisual-feature-fusion_2026_Nature-Research (1).pdf,2,2026,Li,China,Multimodal generative adversarial networks for piano fingering correction and performance expressiveness modeling through audiovisual feature fusion,TEC,Propuesta tecnica/Modelo,GAN multimodal audio-visual / atención,piano (digitación y expresividad),general,A,A - Nucleo,"Piano performance analysis, Multimodal fusion, Generative adversarial networks, Fingering correction, Performance expressiveness, Audio-visual learning",10.1038/s41598-026-44473-w,"www.nature.com/scientificreports OPEN Multimodal generative adversarial networks for piano fingering correction and performance expressiveness modeling through audio-visual feature fusion Junyu Li Piano performance analysis demands sophisticated understanding of both acoustic outputs and physical gestures, yet existing computational approaches typically treat these modalities in isolation. This study presents a novel framework that leverages generative adversarial networks to jointly model piano fingering correction and performance expressiveness through integrated audio-visual analysis. We develop a hierarchical attention-based fusion mechanism that learns adaptive correspondences between acoustic events and hand movements, combined with a dual-stream GAN architecture that concurrently handles fingering classification and expressiveness assessment. Experiments on a multimodal dataset comprising 3,847 performances demonstrate that our approach achieves 89.7% frame-level fingering accuracy and maintains correlation coefficients exceeding 0.85 for dynamic expressiveness features, substantially outperforming single-modality baselines. The system provides near real-time feedback with 180ms processing latency per second of audio, enabling practical deployment in interactive music education environments. These results validate the efficacy of crossmodal deep learning for capturing the coupled relationship between biomechanical execution and artistic interpretation in skilled musica"
126,2026_Suwansomboon_music-learning-digital-natives-thai.pdf,Music-Learning-Among-Digital-Native-Learners-in-Thai-Higher-Education_2026_Rangsit-University.pdf,1,2026,Suwansomboon,Tailandia,Music Learning Among Digital Native Learners in Thai Higher Education,EMP,Empirico/Experimental,herramientas digitales,educación musical superior,universitario Gen Z,B,B - Relevante,,10.59796/rmj.V21N2.2026.R0913,"Higher music education worldwide is experiencing a profound digital transformation, redefining how students learn, access, and engage with musical knowledge. This shift has intensified with the rise of Generation Z—often termed “digital natives.” Having grown up immersed in technology, these students demonstrate fluency in digital tools, expect immediacy, and navigate multiple information sources with ease. Their behavior differs from earlier previous generations, creating both challenges and opportunities for higher education music programs. In Thailand, music curricula remain grounded in Western classical and Thai traditional practice, typically delivered through hierarchical, instructor-centered models. However, today’s students interact with music through globalized and digitally mediated environments, revealing a gap between traditional pedagogy and contemporary learning. While previous research explored specific tools such as online tutorials or mobile applications, no comprehensive framework explains how Thai digital natives’ approach music learning in higher education. This study aimed to construct a grounded theory explaining how digital-native music students in Thai universities learn. Its objectives were to identify causal conditions, contextual factors, strategies, and consequences shaping their learning process, providing a framework to inform curriculum design, pedagogy, and policy. * Corresponding author, email: ampai.bur@mahidol.ac.th Article No. R0913 (22 Pag"
127,2026_Wang_music-learning-self-efficacy-AI-literacy.pdf,Music-Learning-SelfEfficacy-and-Deliberate-Music-Practice-The-Mediating-Role-of-Achievement-Goal-Orientation-and-the-Moderating-Role-of-AI-Literacy_2026_Multidisciplinary-Digital-Publishing-Institute-MDPI.pdf,1,2026,Wang,China,Music Learning SelfEfficacy and Deliberate Music Practice The Mediating Role of Achievement Goal Orientation and the Moderating Role of AI Literacy,EMP,Empirico/Experimental,alfabetización en IA (moderador),práctica musical deliberada,458 estudiantes,B,B - Relevante,music learning self-efficacy; deliberate music practice; achievement goal orientation; AI literacy; moderated mediation,10.3390/bs16081456,"Deliberate practice plays a central role in high-quality music learning, yet the motivational and technology-related factors associated with sustained deliberate music practice remain insufficiently understood. Drawing on social cognitive theory, achievement goal theory, and the literature on artificial intelligence (AI) literacy, this study examined the relationships among music learning self-efficacy, achievement goal orientation, AI literacy, and deliberate music practice. A total of 458 music students from a teacher-training university in Liaoning Province, China, completed measures of the four constructs. Music learning self-efficacy was positively associated with deliberate music practice. Achievement goal orientation also showed a significant indirect association between music learning self-efficacy and deliberate music practice, such that students with higher self-efficacy reported stronger achievement goal orientations, which in turn were associated with greater engagement in deliberate music practice. AI literacy further moderated the association between achievement goal orientation and deliberate music practice, with this positive relationship being stronger among students reporting higher levels of AI literacy. These findings suggest that deliberate music practice is associated with both learners’ motivational beliefs and their self-reported AI literacy. "
128,2026_Ma_music-body-motion-emotion-perception.pdf,Music-and-body-motion-contribute-asymmetrically-to-emotion-perception-in-traditional-Chinese-pluckedinstrument-performance_2026_Nature-Research.pdf,1,2026,Ma,China,Music and body motion contribute asymmetrically to emotion perception in traditional Chinese pluckedinstrument performance,EMP,Empirico/Experimental,captura de movimiento / dataset EMOSIC,percepción emocional multimodal,profesionales,C,C - Metodo/Contexto,,10.1038/s41598-026-50223-9,"skeletal animations was a deliberate methodological choice to isolate body kinematics from potential confounding variables such as facial affect, clothing, or performer identity. However, this high degree of abstraction may also have removed or attenuated micro-postural cues and perceived bodily tension that would otherwise support finer valence discrimination. Accordingly, the present findings point to a limitation of sparse skeletal representations for valence decoding in this paradigm, rather than demonstrating that body motion in general cannot convey valence. Future work should compare more ecologically valid visualization formats to disentangle limitations of embodiment format from limitations of kinematic information itself. Scientific Reports | (2026) 16:23667 | https://doi.org/10.1038/s41598-026-50223-9 11 Consequently, all subsequent analyses involving V-Only valence means should be interpreted with substantial caution and are treated as tentative rather than strong evidence of stable visual valence decoding. Distribution of perceptual ratings To visualize the overall distribution of the collected emotional ratings, we generated two-dimensional kernel density estimates on the Valence-Arousal (V-A) space for each of the three experimental conditions. As shown in Fig. 8, these heatmaps highlight regions of higher rating density and provide a qualitative overview of the affective space sampled by the stimulus set. Across all three conditions, the ratings were not conce"
129,2026_Wang_music-teaching-evaluation-multimodal-DRL.pdf,Music-teaching-evaluation-using-multimodal-deep-reinforcement-learning_2026_Springer-Nature (1).pdf,2,2026,Wang,China,Music teaching evaluation using multimodal deep reinforcement learning,TEC,Propuesta tecnica/Modelo,deep RL + RAG + blockchain,educación musical (evaluación),estudiantes,A,A - Nucleo,"Multimodal learning, Deep reinforcement learning, Intelligent tutoring systems, Grammar education, Student behavior modeling",10.1007/s44163-026-00832-0,"This paper presents a Multi-modal Music Teaching Evaluation System (MMTES) that combines Deep Reinforcement Learning (DRL) with Retrieval-Augmented Generation (RAG) to provide personalized, accurate, and adaptive feedback in music education. Conventional evaluation approaches often rely on unimodal data, limiting their ability to capture the complexity of multimodal teaching environments. In contrast, MMTES integrates synchronized audio, video, symbolic music notation, and textual feedback, offering a holistic assessment of both teaching effectiveness and student performance. Within the system, a DRL agent adaptively refines evaluation strategies by maximizing cumulative rewards aligned with learning progress, while an RAGenhanced language model retrieves pedagogical knowledge to generate contextaware evaluation and feedback. To ensure transparency and trust, a blockchain module is incorporated for secure data management. Experimental results on both benchmark and custom multimodal datasets demonstrate that MMTES surpasses state-of-the-art baselines in evaluation accuracy, contextual relevance, and adaptability. These results highlight the system’s potential as an intelligent, scalable, and reliable tool for advancing music education in real-world settings. "
131,2026_He_music-driven-dance-pose-generation.pdf,MusicDriven-Enhanced-Dance-Performance-Generation-by-Integrating-Seq2Seq-and-Human-Pose-Recognition_2026_Ital-Publication.pdf,1,2026,He,China,MusicDriven Enhanced Dance Performance Generation by Integrating Seq2Seq and Human Pose Recognition,TEC,Propuesta tecnica/Modelo,Seq2Seq + reconocimiento de pose humana,generación de danza a partir de música,general,B,B - Relevante,Music-Driven Dance Generation; Seq2Seq Architecture; Human Pose Recognition; Cross-Modal Alignment; Exercise Enhancement; Style Transfer.,10.28991/HIJ-2026-07-02-011,"To address the accuracy bottleneck in the naturalness and rhythm synchronization of music-driven dance generation, an enhanced dance generation model integrating sequence-to-sequence modeling and human pose recognition was developed to improve the synchronization, naturalness, and structural consistency of generated movements. The model uses multiscale music features as input, extracts temporal music semantics through a bidirectional long short-term memory network and an attention mechanism, and optimizes motion structure by incorporating skeleton keypoint feedback, thereby achieving joint modeling of music semantics and human motion. Experimental results on the AIST++ and DanceTrack datasets demonstrate that the proposed model achieves a beat alignment error as low as 0.12 s, a joint point error of 11.2 px, and a motion smoothness score of 2.41. In the generation of a 90-second dance sequence, the beat error is reduced by more than 32% compared with mainstream models, and the model achieves a high score of 0.97 in the evaluation of complex dance symmetries such as “arm-lifting rotation.” These results indicate that the joint modeling of music semantics and skeletal structure effectively improves movement coordination and rhythm matching in dance generation, enabling the production of natural and coordinated dance movements adaptable to different dance styles. "
132,2026_Sonbua_nostalgia-gamification-exercise-elderly.pdf,NostalgiaDriven-Gamification-as-a-Digital-Media-Strategy-for-Enhancing-Exercise-Engagement-among-Older-Adults-in-an-Aging-Society_2026_Redfame-Publishing-Inc.pdf,1,2026,Sonbua,Tailandia,NostalgiaDriven Gamification as a Digital Media Strategy for Enhancing Exercise Engagement among Older Adults in an Aging Society,EMP,Empirico/Experimental,gamificación / captura de movimiento (RealSense) / música,ejercicio en adultos mayores,adultos mayores,C,C - Metodo/Contexto,"gamification, nostalgia design, elderly, digital media",10.11114/smc.v14i3.8384,"This study explores nostalgia-inspired gamification as a digital media strategy to promote exercise adherence among older adults. By recasting physical activity as a culturally motivated mediated experience, the research introduces “Suk-RamLuek,” a motion-assisted exerciser integrating a motion capture system with vintage media content. The system utilizes an Intel RealSense D455 camera to provide real-time feedback across five exercise modules, employing 1960s Thai music and retro art to foster emotional engagement and repeated use. A mixed-method evaluation involving experts (n = 9) and elderly participants (n = 15) demonstrated ""excellent"" system usability (M = 4.72, SD = 0.29) and significant posture accuracy improvements, reaching an average of 86.67% (SD = 5.12) by the third session. Qualitative findings confirmed that nostalgia-based media successfully transformed medical regimens into enjoyable activities. This study validates nostalgia-based gamification as an effective digital media strategy for mediating elderly engagement and provides a framework for culturally-bound digital health experiences in aging societies. "
133,2026_CasesBerbel_nursery-rhymes-translation-gestures.pdf,Nursery-Rhymes-in-Translation-Functional-Equivalence-beyond-Semantics_2026_Oficyna-Wydawnicza-ATUT.pdf,1,2026,CasesBerbel,España,Nursery Rhymes in Translation Functional Equivalence beyond Semantics,CONC,Conceptual/Ensayo,—,canciones infantiles con gestos de dedos y manos,primera infancia,B,B - Relevante,,10.23817/lingtreff.29-3,"Elke Cases Berbel ORCID: 0000-0003-4784-2734 Universität Complutense Madrid, Madrid Linguistische Treffen in Wrocław, Vol. 29, 2026 (I) ISSN: 2084–3062, e-ISSN: 2657–5647 https://doi.org/10.23817/lingtreff.29-3 S. 45–61 Kinderlieder in Translation: Funktionale Äquivalenz jenseits des Semantischen Diese Untersuchung befasst sich mit der Übersetzung von Kinderliedern, die von Finger- und Handgestenspielen oder Kniereiter begleitet werden. Lieder beeinflussen die frühkindliche Entwicklung sehr, da sie Bereiche wie Grob- und Feinmotorik, kognitive Wahrnehmung, Spracherwerb, emotionale Bindung und Sozialisation anregen. Deshalb steht in ihrem Übersetzungsprozess nicht der semantische Gehalt, sondern eher deren funktionale Äquivalenz im Vordergrund. Der theoretische Rahmen integriert Erkenntnisse aus der Entwicklungspsychologie, Musikpädagogik und der Translationswissenschaft. Als Korpus dienen fünf klassische deutsche Kinderlieder („Backe, backe Kuchen“, „Kommt ein Mäuschen“, „Das ist der Daumen“, „Hoppe, hoppe Reiter“, „Mein Hut, der hat drei Ecken“), die hinsichtlich ihrer entwicklungsfördernden Funktionen, ihres Rhythmus, den bei ihnen benutzten Gesten und Fingerspielen und ihrer Metrik gewählt wurden. Die Methodik umfasst eine qualitative Einzelfallanalyse. Nach der Auslegung aller Besonderheiten der Lieder, aus denen unser Korpus zusammengestellt ist, wird ein Äquivalent auf Englisch und Spanisch gesucht und vorgelegt. Dieses muss die gleichen Besonderheiten, d. h. vergleichb"
134,2025_Obi_AI-higher-education-subsaharan.pdf,OBI2025TRA (1).pdf,2,2025,Obi,Sudafrica,"This scoping review investigates the role of Artificial Intelligence (AI) in higher education institutions in subSaharan Africa, emphasizing the strategic objectives, advantages, obstacles, and ethical implications of",SCOP,Scoping review,IA,educación superior (África subsahariana),universitario,C,C - Metodo/Contexto,"Artificial intelligence in education, Sustainable development goals, Higher education integration.",,"This scoping review investigates the role of Artificial Intelligence (AI) in higher education institutions in subSaharan Africa, emphasizing the strategic objectives, advantages, obstacles, and ethical implications of its implementation. This study synthesises insights from ten pivotal articles derived from an extensive bibliometric analysis of 149 publications available in the Scopus database, covering the period from 2016 to 2024. This review underscores the potential of AI to substantially improve educational quality by facilitating personalized learning experiences and enhancing operational efficiency. The incorporation of AI is aligned with various Sustainable Development Goals (SDGs), particularly Goal 4: Quality Education, as it improves access to quality educational resources and encourages innovative teaching methodologies. Nevertheless, significant challenges such as inadequate infrastructure, resistance from faculty, and lack of training programs impede effective integration. Ethical issues concerning data privacy and algorithmic bias were also examined, highlighting the necessity for comprehensive guidelines to promote responsible AI utilisation in educational settings. The findings are intended to guide policymakers and educators in adopting the best practices for AI integration in higher education, considering the distinct socio-economic context of sub-Saharan Africa. "
136,2026_Liu_EEG-eye-tracking-choral-conducting.pdf,Optimization-of-attention-mechanisms-in-choral-conducting-education-using-EEG-and-eye-movement-tracking-with-transfer-learning-algorithms_2026_Nature-Research (1).pdf,3,2026,Liu,China,Optimization of attention mechanisms in choral conducting education using EEG and eye movement tracking with transfer learning algorithms,TEC,Propuesta tecnica/Modelo,EEG + seguimiento ocular + transfer learning,dirección coral (gesto),48 participantes,B,B - Relevante,"Choral conducting, Attention mechanism, EEG, Eye tracking, Transfer learning, Music education",10.1038/s41598-026-54211-x,"www.nature.com/scientificreports OPEN Optimization of attention mechanisms in choral conducting education using EEG and eye movement tracking with transfer learning algorithms Peirong Liu This study presents a comprehensive investigation into attention mechanism optimization in choral conducting education through the integration of electroencephalography (EEG) and eye movement tracking technologies with transfer learning algorithms. The research addresses the critical gap in objective assessment methods for conducting instruction by developing an integrated multi-modal physiological monitoring system specifically adapted for conducting pedagogy that captures neural activity patterns and visual attention allocation during conducting exercises. A sophisticated attention mechanism model was constructed using deep learning architectures that integrate EEG spectral features with eye tracking spatial-temporal data, achieving 94.2% accuracy (95% CI: 93.8–94.6%) in conducting gesture recognition across 48 participants and 2847 conducting trials. The transfer learning framework successfully leveraged knowledge from related musical domains to enhance instruction efficiency, reducing average skill acquisition time by 34% while maintaining superior performance outcomes. This efficiency metric requires careful definition and interpretation. Skill acquisition time was operationalized as the cumulative instruction hours required for a participant to achieve 80% accuracy on standardized cond"
139,2026_He_SMART-TUNE-music-teaching-AI-audio.pdf,Optimization-of-music-teaching-effects-based-on-AI-audio-processing-technology_2026_Springer-Nature (1).pdf,2,2026,He,China,Optimization of music teaching effects based on AI audio processing technology,TEC,Propuesta tecnica/Modelo,"CNN + RNN (audio, feedback en tiempo real)",educación musical (feedback),estudiantes,B,B - Relevante,"AI audio processing, Music education, Real-time feedback, Pitch analysis, Rhythm precision",10.1007/s44163-026-01235-x,"The integration of Artificial Intelligence (AI) audio processing into music education represents a substantial advancement in improving instructional precision and learner autonomy. This study introduces SMART-TUNE (Smart Music Analysis for RealTime Training Using Neural Evaluation), an AI-driven framework that addresses the shortcomings of traditional and digital music instruction, particularly the absence of real-time feedback, personalized evaluation, and fine-grained error detection. SMARTTUNE utilizes convolutional neural networks (CNNs) to extract pitch-related spatial features and recurrent neural networks (RNNs) to analyze temporal rhythm dynamics. The system processes live audio input, compares it against expert benchmarks, and delivers immediate visual, auditory, and textual feedback while tracking student performance over time. The model was trained and evaluated on a curated dataset comprising audio recordings from 180 participants, including 60 professional musicians and 120 students, covering multiple instruments and vocal performances across diverse genres with annotated pitch, rhythm, and musical errors. Experimental evaluation demonstrates that SMART-TUNE achieves superior pitch accuracy (88.2%), rhythm precision (91.7%), and error detection rate (up to 89.2%), outperforming baseline models such as DL-MAE and AIVoice-Ed. Furthermore, SMART-TUNE delivers real-time feedback with low latency (150–180 ms) and yields a learner progress index of 0.76, indicating en"
141,2026_Paredes-Ventura_AI-education-impact-SLR.pdf,PDF_41727.pdf,1,2026,Paredes-Ventura,Peru,O IMPACTO DA INTELIGÊNCIA ARTIFICIAL NA EDUCAÇÃO: UMA REVISÃO SISTEMÁTICA DA LITERATURA IMPACT OF ARTIFICIAL INTELLIGENCE ON EDUCATION: A SYSTEMATIC REVIEW OF LITERATURE IMPACTO DE LA INTELIGENCIA ARTIFICIAL EN LA EDUCACIÓN: UNA REVISIÓN SISTEMÁTICA DE LA LITERATURA,RS,Revision sistematica,inteligencia artificial,educación general,general,C,C - Metodo/Contexto,,10.29352/mill0230.41727,"Introdução: A Inteligência Artificial (IA) está a transformar a educação através de ferramentas adaptativas, da automatização de processos e da análise de dados. Esta investigação tem como objetivo analisar o seu impacto através de uma revisão sistemática da literatura para identificar tendências, benefícios e desafios. Objetivo: Analisar criticamente as evidências científicas sobre o impacto da IA nas metodologias de ensino, na aprendizagem personalizada e no desempenho académico. Métodos: Foi utilizado o método de revisão sistemática de acordo com o modelo PRISMA. A pesquisa foi realizada a 15 de janeiro de 2024 nas bases de dados Scopus, WoS e ProQuest. Foram selecionados 65 artigos publicados entre 2019 e 2023, respeitando os critérios de inclusão e exclusão. Dois revisores realizaram a seleção de forma independente e a qualidade metodológica foi avaliada com a ferramenta AMSTAR-2. Resultados: Os resultados mostram que a IA melhora o desempenho académico (um aumento de 28%, de acordo com os estudos analisados), sendo os chatbots e a realidade aumentada/virtual as ferramentas mais eficazes. A Espanha e a China concentram 26% da produção científica. A personalização da aprendizagem e o feedback automático são os benefícios mais referidos. Conclusão: Estas conclusões servem para orientar a implementação de ferramentas de IA em instituições de ensino, destacando o seu efeito positivo no desempenho dos alunos e na personalização da aprendizagem. Sugere-se que se investiguem os"
142,2026_Feng_piano-accompaniment-communication.pdf,Piano-accompaniment-exploring-the-role-of-information-dynamics-communication-practices-and-cultural-influence_2026_Springer-Nature (1).pdf,2,2026,Feng,China,Piano accompaniment exploring the role of information dynamics communication practices and cultural influence,EMP,Empirico/Experimental,—,acompañamiento de piano (colaborativo),21 entrevistados,D,D - Marginal,,10.1057/s41599-026-06537-0,"=4575257 Atanacković D (2024) Artiﬁcial intelligence: duality in applications of generative AI and assistive AI in music. INSAM J Contemporary Music Art Technol 12:12–31 Atika ASL (2024) Interpersonal music communication in the Serenade Bunga Bangsa Music Group in the Song Anjayeng Bawana. INJECT Interdiscip J Commun 9(1):1–16 Bari MW, Fanchen M, Baloch MA (2016a) Management practices and performance of mergers and acquisitions in Pakistan: mediating role of psychological contract. SpringerPlus 5(1):1527 Bari MW, Fanchen M, Baloch MA (2016b) TQM soft practices and job satisfaction; mediating role of relational psychological contract. Proc Soc Behav Sci 235:453–462 Ben-Tal O, Harris MT, Sturm BL (2021) How music AI is useful: engagements with composers, performers and audiences. Leonardo 54(5):510–516 Burkitt I (2021) The emotions in cultural-historical activity theory: personality, emotion and motivation in social relations and activity. Integr Psychol Behav Sci 55(4):797–820 Burner T (2019) Aligning assessment and learning using cultural-historical activity theory. Assess Matters 13:91–112 Bussu A, Mangiarulo M (2024) Playing music together: exploring the impact of a classical music ensemble on adolescent’s life skills self-perception. PLoS One 19(7):e0306326 Clayton M (2016) The social and cultural funtion of music in cross-cultural perspective. In The Oxford handbook of music psychology, Oxford University Press, Oxford, United Kingdom, p. 47 Cong-Lem N (2022) Unravelling c"
144,2026_Chuluunsaikhan_piano-keyboard-detection-DL.pdf,Piano-keyboard-detection-algorithm-using-deep-learning_2026_Springer.pdf,1,2026,Chuluunsaikhan,Mongolia,Piano keyboard detection algorithm using deep learning,TEC,Propuesta tecnica/Modelo,deep learning / vision por computador (ICM_PixInfo),deteccion de teclado de piano,general,A,A - Nucleo,Piano keyboard detection · Deep Learning · OpenCV · Computer vision · Music transcription,10.1007/s11042-026-21667-y,"In this study, a piano keyboard detection approach was investigated. Because accurate recognition of a piano keyboard is linked to the accuracy of music transcription, piano keyboard detection is a fundamental step in research on music transcription and is a critical problem. Previous studies on piano keyboard detection have mainly focused on videos taken within a limited environment or taken above the piano. However, actual piano playing videos are often captured not only in limited environments, but also in various performance venues. Furthermore, in addition to filming above the piano, the piano is often filmed from the side. Using such videos capturing actual piano playing, it is difficult to accurately detect the piano keyboard through conventional computer vision technology. To address this challenge, this study introduces the Image Combining Method using Partial Pixel Information (ICM_PixInfo), which combines the partial pixel data of multiple images to enhance the accuracy of piano keyboard detection. Additionally, this study proposes the PD_BiTh algorithm, which extracts piano key positions from combined images. The performance of the proposed PiKd was compared with that of conventional methods. The results show that PiKd achieves the highest recall, reaching approximately 89.33%, and outperforms the comparative methods by about 21.05%p to 41.25%p on average. Highlights ● We introduce the ICM_PixInfo that enhances detection accuracy by combining par- tial pixel data "
145,2025_AhmadFauzi_AI-pedagogies-primary-education.pdf,Publish+Artikel+Wildan.pdf,1,2025,AhmadFauzi,Indonesia,AI-Integrated Pedagogies in Primary Education: A Decade of Global Trends and Strategic Adaptation for Indonesia’s Curriculum Transformation,BIB,Analisis bibliometrico,inteligencia artificial,educacion primaria,primaria,C,C - Metodo/Contexto,"Adaptive learning, artificial intelligence, computational thinking, digital pedagogy, primary education",10.14421/ijber.v2i2.11619,"This study investigates the global scholarly evolution of AI-integrated pedagogical practices in primary education and proposes strategic pathways for adapting these trends to enhance learning innovation in the Indonesian context. The urgency to align basic education with 21st-century competencies and the accelerating growth of artificial intelligence has created a significant research gap, particularly in translating global pedagogical models into localized applications. Through a bibliometric analysis of 126 peer-reviewed journal articles published between 2014 and 2024 and indexed in Scopus, this study employs the Bibliometrix R-package within RStudio to examine publication growth, source distribution, author collaboration, keyword co-occurrence, thematic mapping, and conceptual structures. Results indicate a sharp increase in research interest beginning in 2021, highlighting emerging themes such as computational thinking, adaptive learning, personalized education, generative AI, and affective computing. These patterns reveal a global pedagogical shift toward datadriven, student-centered, and emotionally intelligent instructional models. When viewed in relation to Indonesia’s Curriculum Merdeka and Society 5.0 ambitions, the findings suggest high potential for contextual integration particularly through CPD programs that enable teachers to apply AI tools like chatbots, self-regulated learning dashboards, and real-time feedback systems in culturally relevant ways. The study"
146,2026_Zhang_AI-chinese-music-education-analysis.pdf,Research-on-Artificial-IntelligenceRelated-Studies-in-Chinese-Music-Education-A-Systematic-Analysis-Based-on-the-Literature-From-2017-to-2025_2026_Korean-Music-Education-Society.pdf,1,2026,Zhang,Corea del Sur,Research on Artificial IntelligenceRelated Studies in Chinese Music Education A Systematic Analysis Based on the Literature From 2017 to 2025,BIB,Analisis bibliometrico,metodo bibliometrico,educacion musical china + IA,general,B,B - Relevante,"artificial intelligence, music education, bibliometrics, China, educational technology, interdisciplinary research",10.30775/KMES.55.1.331,"The rapid development of artificial intelligence has attracted increasing attention within the Chinese music education community. This study aims to provide a systematic review of research in this field. Using bibliometric methods, it conducts a multi-dimensional analysis of publication trends, research topics, research objects, institutional distribution, journal affiliation, and research methods. The findings indicate that the field has evolved through stages of initial exploration, rapid expansion, and deeper reflection. Research mainly focuses on comprehensive discussions of artificial intelligence and its educational applications, with higher education institutions serving as the primary contributors. In terms of methodology, theoretical research occupies a dominant position, while empirical studies remain relatively limited. Overall, research on artificial intelligence in Chinese music education is still largely at the stage of theoretical development and requires stronger interdisciplinary collaboration and more empirical evidence to achieve deeper integration and sustainable advancement. "
147,2025_Li_AI-traditional-music-aesthetic.pdf,Research-on-the-Innovative-Inheritance-Application-of-Artificial-Intelligence-Technology-in-Traditional-Music-Education-and-Strategies-to-Enhance-the-Aesthetic-Experience_2025_Cerebration-Science-Publishing.pdf,1,2025,Li,China,Research on the Innovative Inheritance Application of Artificial Intelligence Technology in Traditional Music Education and Strategies to Enhance the Aesthetic Experience,TEC,Propuesta tecnica/Modelo,Leak-GAN (generacion musical),musica tradicional (estetica),estudiantes,B,B - Relevante,traditional music education; cultural heritage and innovation; Leak-GAN; music automatic generation,10.70917/ijcisim-2025-0301,": With the deep integration of digital technology and traditional art, artificial intelligence (AI) provides new momentum for the innovative development of traditional music education. This paper focuses on the cultural inheritance and aesthetic nurturing demands of traditional music education, systematically analyzes the inheritance and innovation application strategies of AI technology in traditional music education, constructs a music automatic generation model based on Leak-GAN, and conducts experimental investigations on students' aesthetic sports in music education. The results of the study show that the music melodies generated by the Leak-GAN model in this paper have obtained general listeners' ratings of 4.1, 4.1, and 3.9 in the aspects of coherence, pleasantness, and innovativeness, respectively, and professionals' ratings of 3.9, 4.1, and 3.5, which are better than those of other comparative models. The expert group students scored significantly higher than the novice group in music aesthetics, emotional experience, and music-induced arousal, indicating that music training can regulate the aesthetic judgment of music, enhance the pleasurable experience, and is an important part of enhancing the effect of music aesthetics. This paper is of great practical significance for the inheritance and innovation of AI technology in music education and the development of strategies to enhance students' aesthetic experience. "
148,2025_Liu_VR-plus-music-education-model.pdf,Research-on-the-VR-Music-Education-Model-and-Its-Practice-in-the-Context-of-the-Internet_2025_IGI-Global.pdf,1,2025,Liu,China,Research on the VR Music Education Model and Its Practice in the Context of the Internet,CONC,Conceptual/Ensayo,realidad virtual,educacion musical,estudiantes,B,B - Relevante,"Music Education, Pattern Construction, Potential Advantages, VR+",10.4018/IJDET.384398,"This article provides an exploration of the theoretical foundations, potential benefits, and framework of the “virtual reality plus” (VR+) music education model. This study demonstrated that by leveraging virtual reality technology, the VR+ music education model created immersive, three-dimensional environments that offered students access to diverse music learning resources. This approach offers the potential to significantly enhance students’ interest in learning, as well as improved musical perception and creative abilities. The widespread adoption and implementation of this model faces challenges, however, including technical limitations, high cost, and inadequate teacher training. The future evolution of the VR+ music education model must prioritize AI-driven smart feedback systems, personalized learning paths tailored to individual skills, and interdisciplinary integration with music psychology and real-world performance simulation, to nurture musical talent by uniting creative thinking with practical expertise. "
